BillingPeriodStartDate,BillingPeriodEndDate,ProductCode,ProductName,UsageType,Operation,AvailabilityZone,RateId,UsageStartDate,UsageEndDate,UsageQuantity,CurrencyCode,TotalCost,user:billing
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,us-east-1d,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,us-east-1c,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00010636,USD,0.000002,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,us-east-1b,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000821,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00542285,USD,0.000108,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,us-east-1d,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00038261,USD,0.000008,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-EU-AWS-Out-Bytes,,us-east-1d,911070,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage,RunInstances,us-east-1d,382362,2013/03/01 00:00:00,2013/03/18 21:11:48,421.69744597,USD,14.014680,system
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage,RunInstances,us-east-1a,382362,2013/03/01 00:00:00,2013/03/18 21:11:48,2463.30255403,USD,81.865320,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage,RunInstances,us-east-1d,1044698,2013/03/18 21:11:49,2013/03/31 23:59:59,322.30255403,USD,2.762593,system
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,BoxUsage,RunInstances,us-east-1a,1044698,2013/03/18 21:11:49,2013/03/31 23:59:59,1882.69744597,USD,16.137407,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1d,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,1.3E-7,USD,0.000000,thumbnailers
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1c,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00063688,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1a,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00035637,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1b,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00497834,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1d,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00031732,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-CloudFront-In-Bytes,,us-east-1d,911168,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00067449,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1b,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000646,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00001054,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000136,USD,0.000000,system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00001249,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000340,USD,0.000000,thumbnailers
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000986,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000646,USD,0.000000,endpoints
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1b,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000374,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000782,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00002617,USD,0.000001,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000612,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000134,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000646,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000340,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1b,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000578,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000204,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000476,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00007375,USD,0.000001,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,scheduler-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,worker-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,6.8E-7,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,6.8E-7,USD,0.000000,scheduler-export-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1b,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000612,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000714,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00047678,USD,0.000010,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,6.8E-7,USD,0.000000,worker-export-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,scheduler-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1a,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000714,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1c,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00010638,USD,0.000002,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1b,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000816,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00747459,USD,0.000150,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000952,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APN1-AWS-Out-Bytes,,us-east-1d,911204,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,scheduler-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1b,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000323,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.04851031,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,6.8E-7,USD,0.000000,system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000582,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000170,USD,0.000000,thumbnailers
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000493,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000574,USD,0.000000,endpoints
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1b,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000187,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000391,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00001878,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000310,USD,0.000000,worker-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,6.9E-7,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,9.7E-7,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00354498,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000433,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000567,USD,0.000000,scheduler-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000170,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1b,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000289,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000102,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000238,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00003676,USD,0.000000,worker-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,1.7E-7,USD,0.000000,scheduler-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,1.7E-7,USD,0.000000,worker-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,1.7E-7,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,5.1E-7,USD,0.000000,worker-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,5.1E-7,USD,0.000000,scheduler-user
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,scheduler-export-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1b,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000306,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00001134,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00002899,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,3.4E-7,USD,0.000000,worker-export-notification-system
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,1.7E-7,USD,0.000000,scheduler-export
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1a,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000357,USD,0.000000,worker-update
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,5.1E-7,USD,0.000000,scheduler-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1c,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.02173527,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1b,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000408,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00971675,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.04843216,USD,0.000000,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00142397,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-USW2-AWS-In-Bytes,,us-east-1d,911075,2013/03/01 00:00:00,2013/03/31 23:59:59,5.1E-7,USD,0.000000,scheduler-download
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APS2-AWS-In-Bytes,,,911108,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000913,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,SpotUsage:cc2.8xlarge,RunInstances:S0006,us-east-1c,1116815,2013/03/19 07:00:00,2013/03/31 23:00:00,7.00000000,USD,2.199593,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,SpotUsage:cc2.8xlarge,RunInstances:S0006,us-east-1c,1116815,2013/03/19 07:00:00,2013/03/31 23:00:00,239.00000000,USD,75.100407,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,SpotUsage:cc2.8xlarge,RunInstances:S0007,us-east-1d,1113557,2013/03/20 08:00:00,2013/03/31 23:00:00,16.00000000,USD,4.342326,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,SpotUsage:cc2.8xlarge,RunInstances:S0007,us-east-1d,1113557,2013/03/20 08:00:00,2013/03/31 23:00:00,199.00000000,USD,54.007674,worker-process
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonCloudFront,Amazon CloudFront,SA-Requests-Tier2-HTTPS,,,575488,2013/03/01 00:00:00,2013/03/31 23:59:59,404299.00000000,USD,0.889458,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,LoadBalancerUsage,LoadBalancing,,1114339,2013/03/01 00:00:00,2013/03/31 23:59:59,2977.00000000,USD,55.675000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonCloudFront,Amazon CloudFront,EU-Requests-Tier2-HTTPS,,,575485,2013/03/01 00:00:00,2013/03/31 23:59:59,14949308.00000000,USD,17.939170,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonCloudFront,Amazon CloudFront,AU-DataTransfer-Out-Bytes,,,575492,2013/03/01 00:00:00,2013/03/31 23:59:59,52.72695402,USD,10.018121,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonRDS,Amazon RDS Service,Multi-AZUsage:db.m1.medium,CreateDBInstance:0002,us-east-1,982442,2013/03/01 00:00:00,2013/03/31 23:59:59,7245.00000000,USD,2216.970000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonRDS,Amazon RDS Service,RDS:ChargedBackupUsage,,us-east-1,982611,2013/03/01 00:00:00,2013/03/31 23:59:59,5191.63074803,USD,648.953843,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonS3,Amazon Simple Storage Service,TimedStorage-ByteHrs,,,1017687,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00127913,USD,0.000103,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APS2-AWS-Out-Bytes,,,911040,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00006094,USD,0.000001,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,EBS:VolumeIOUsage,,,1114269,2013/03/01 00:00:00,2013/03/31 23:59:59,114736880.00000000,USD,11.456784,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonEC2,Amazon Elastic Compute Cloud,EBS:VolumeIOUsage,,,1114269,2013/03/01 00:00:00,2013/03/31 23:59:59,1242752036.00000000,USD,124.092108,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonRDS,Amazon RDS Service,InstanceUsage:db.t1.micro,CreateDBInstance:0002,us-east-1,982743,2013/03/01 00:00:00,2013/03/18 21:31:09,429.00000000,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AmazonRDS,Amazon RDS Service,InstanceUsage:db.t1.micro,CreateDBInstance:0002,us-east-1,565852,2013/03/18 21:31:10,2013/03/31 23:59:59,315.00000000,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APS1-AWS-In-Bytes,,us-east-1b,911242,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000340,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APS1-AWS-In-Bytes,,us-east-1c,911242,2013/03/01 00:00:00,2013/03/31 23:59:59,0.00000527,USD,0.000000,
2013/03/01 00:00:00,2013/03/31 23:59:59,AWSDataTransfer,AWS Data Transfer,USE1-APS1-AWS-In-Bytes,,us-east-1d,911242,2013/03/01 00:00:00,2013/03/31 23:59:59,6.8E-7,USD,0.000000,system
