Percentile,Count
0.05,0.0045154239596
0.1,0.00898997812635
0.15,0.0213969030093
0.2,0.0699033903938
0.25,0.322957734606
0.3,0.742587669097
0.35,1.17274826898
0.4,2.18046958391
0.45,3.87818107326
0.5,6.80560314525
0.55,11.0275111873
0.6,14.75050068
0.65,15.9154942639
0.7,19.1072017434
0.75,26.0679726941
0.8,35.4435267175
0.85,53.1427011818
0.9,72.0272439675
0.95,109.970376251
