Device,Count
iPhone5,5253
iPhone6,2402
iPhone4,2268
iPad3,2062
iPad2,1959
iPhone3,844
iPad4,336
iPad1,161
iPhone2,70
iPod5,63
iPod4,36
iPod3,6
Simulator; iOS 7.0),6
