Percentile,Count
0.05,1.45896525232
0.1,1.60551024028
0.15,1.61496883715
0.2,1.62259809224
0.25,2.09694640625
0.3,2.60546393218
0.35,2.8207870919
0.4,3.61768247755
0.45,4.82919825174
0.5,6.8168679132
0.55,9.50275877778
0.6,13.8160860807
0.65,20.8609031512
0.7,32.6703265995
0.75,49.4192062427
0.8,66.4324321793
0.85,87.8941951012
0.9,122.241065363
0.95,168.487255059
