Percentile,Count
0.05,1
0.1,1
0.15,1
0.2,1
0.25,1
0.3,1
0.35,1
0.4,1
0.45,1
0.5,1
0.55,1
0.6,1
0.65,1
0.7,2
0.75,4
0.8,8
0.85,14
0.9,26
0.95,61
