Percentile,Count
0.05,6.34855233431
0.1,9.50298066537
0.15,12.5041011651
0.2,15.6030746659
0.25,18.265004166
0.3,21.495680666
0.35,25.2269350012
0.4,29.4671126684
0.45,34.8067994992
0.5,41.6246490002
0.55,49.8658724984
0.6,61.8556160013
0.65,74.8654229999
0.7,94.6248053352
0.75,127.193373668
0.8,177.506293333
0.85,280.224445665
0.9,727.112065665
0.95,2743.19514517
