Percentile,Duration
0.05,0.0
0.1,0.0257914980253
0.15,0.103045666218
0.2,0.190615502993
0.25,0.40044983228
0.3,0.72410116593
0.35,1.13767083486
0.4,1.73822366794
0.45,2.65010266701
0.5,4.07671083212
0.55,6.2714075009
0.6,10.4491801659
0.65,19.0772129973
0.7,37.4498950005
0.75,79.3217246652
0.8,165.825013336
0.85,307.841379499
0.9,488.8681765
0.95,716.347318999
