Percentile,Count
0.05,0.433197466532
0.1,0.983955400189
0.15,1.59458393355
0.2,2.53475935062
0.25,4.03060869972
0.3,5.69333008329
0.35,8.10482375026
0.4,11.8553392659
0.45,15.8594361494
0.5,23.1488639504
0.55,30.0837115
0.6,40.5790612499
0.65,57.18512565
0.7,89.5526676168
0.75,135.961371083
0.8,205.13249865
0.85,424.124635033
0.9,788.510422333
0.95,1624.20182043
