Date,Last 7 Days,Last 30 Days
Sep-12,0.1915,0.2826
Oct-12,0.2199,0.2908
Nov-12,0.2143,0.2915
Dec-12,0.2221,0.3194
Jan-13,0.2508,0.3566
Feb-13,0.4631,0.5857
Mar-13,0.3779,0.5163
Apr-13,0.341,0.4725
May-13,0.3114,0.4373
Jun-13,0.3227,0.4515
Jul-13,0.3492,0.4713
Aug-13,0.3971,0.5374
Sep-13,0.3833,0.5331
Oct-13,0.4516,0.7395
