Date,Last 7 Days,Last 30 Days
Sep-12,0.6783,0.8217
Oct-12,0.6395,0.814
Nov-12,0.6386,0.8561
Dec-12,0.7388,0.8806
Jan-13,0.7321,0.9019
Feb-13,0.7851,0.9356
Mar-13,0.753,0.9136
Apr-13,0.7608,0.897
May-13,0.7424,0.9017
Jun-13,0.7872,0.9256
Jul-13,0.8151,0.9512
Aug-13,0.8463,0.9675
Sep-13,0.8417,0.9742
Oct-13,0.8925,0.9981
